,11:10:13:12:1:3:2:5:4:7:6:8,9
Signature.1,0.0,0.0118813671779
Signature.2,0.0,0.0
Signature.3,0.0,0.0
Signature.4,0.0,0.0
Signature.5,0.0,0.0
Signature.6,0.0136945222041,0.294784719769
Signature.7,0.196050046977,0.175639325934
Signature.8,0.0181364199062,0.0
Signature.9,0.0154147254767,0.0
Signature.10,0.0,0.0
Signature.11,0.112848181629,0.0363698153012
Signature.12,0.0,0.0
Signature.13,0.0,0.0
Signature.14,0.0145958436979,0.0
Signature.15,0.0,0.0
Signature.16,0.0,0.155945348106
Signature.17,0.0255525611192,0.0180511985346
Signature.18,0.158489803746,0.0
Signature.19,0.0198991250095,0.0
Signature.20,0.0413240936407,0.0
Signature.21,0.120474630224,0.0139635077886
Signature.22,0.0,0.0976534446843
Signature.23,0.0150120625013,0.0
Signature.24,0.0,0.0
Signature.25,0.0,0.178620158184
Signature.26,0.0,0.0
Signature.27,0.0,0.0
Signature.28,0.0932085301122,0.0
Signature.29,0.0221904005311,0.0170911145196
Signature.30,0.133109053224,0.0
