,11:10:13:12:1:3:2:5:4:7:6:9,8
Signature.1,0.0,0.168797841018
Signature.2,0.0,0.0129494589625
Signature.3,0.0,0.0
Signature.4,0.102844703801,0.0
Signature.5,0.0496253232751,0.0
Signature.6,0.0124274513464,0.0416751467249
Signature.7,0.0256217370456,0.196803500105
Signature.8,0.0,0.0
Signature.9,0.0,0.0
Signature.10,0.0,0.0559590188013
Signature.11,0.0,0.0252041414024
Signature.12,0.0103940849439,0.0111666728691
Signature.13,0.010716965306,0.103392621472
Signature.14,0.0,0.0
Signature.15,0.0,0.0474890389989
Signature.16,0.0108825106343,0.0249444890969
Signature.17,0.0,0.0470764342696
Signature.18,0.0433322918347,0.0
Signature.19,0.0,0.0255846665917
Signature.20,0.0210118569103,0.0456717324249
Signature.21,0.209759087737,0.0111691727339
Signature.22,0.13947381428,0.0385021251292
Signature.23,0.0751969783546,0.0949265441467
Signature.24,0.0422031348864,0.0
Signature.25,0.0299676271756,0.0
Signature.26,0.0814786432527,0.0
Signature.27,0.0,0.0
Signature.28,0.0359050115369,0.0
Signature.29,0.0991587776799,0.0
Signature.30,0.0,0.0486873952536
