,11:10:12:1:3:2:7:6:9:8,13,5,4
Signature.1,0.0,0.0128280577723,0.0148061915393,0.152751186024
Signature.2,0.0,0.176100104291,0.104897430101,0.0
Signature.3,0.0,0.0,0.0425563192236,0.0
Signature.4,0.0176838277616,0.117439985186,0.0,0.0736611431635
Signature.5,0.0,0.0687479444241,0.0,0.0157800401173
Signature.6,0.0313306249252,0.0,0.14708840605,0.0
Signature.7,0.0,0.0241748109509,0.0,0.0401419962402
Signature.8,0.332549510724,0.0,0.0,0.0164232318174
Signature.9,0.0,0.0,0.043286106679,0.0
Signature.10,0.0,0.0,0.0155208471509,0.0
Signature.11,0.0229893969894,0.0771732085084,0.010515156303,0.0
Signature.12,0.0316243887108,0.234808812882,0.0,0.0
Signature.13,0.077254701698,0.0,0.0,0.0
Signature.14,0.0,0.0,0.0621930850085,0.165541028952
Signature.15,0.0452687962475,0.0,0.0,0.24838578085
Signature.16,0.0,0.0,0.0,0.0
Signature.17,0.0,0.0379910411327,0.0,0.0368268257201
Signature.18,0.0,0.0,0.0272701104105,0.0
Signature.19,0.0,0.0585244085341,0.0,0.0
Signature.20,0.0736088635966,0.0413281935436,0.0,0.0
Signature.21,0.0,0.0,0.132780175018,0.0
Signature.22,0.0,0.0,0.0,0.0
Signature.23,0.15845208984,0.0,0.0416196061923,0.111665210903
Signature.24,0.034859697643,0.0,0.0107900885929,0.0304866548837
Signature.25,0.0620656804117,0.0230531014329,0.211988507394,0.108336901328
Signature.26,0.0597814972964,0.0,0.0,0.0
Signature.27,0.0,0.0717446219003,0.0,0.0
Signature.28,0.0,0.0,0.0,0.0
Signature.29,0.0,0.0430622852578,0.0574328458662,0.0
Signature.30,0.0525309241563,0.013023424184,0.0772551244711,0.0
