,11:10:13:12:1:3:2:7:6:9,5,4,8
Signature.1,0.0,0.0,0.0149448321759,0.0
Signature.2,0.0,0.0116560403714,0.0,0.0216392234309
Signature.3,0.203047203573,0.0,0.0719066348553,0.0
Signature.4,0.0,0.135324097348,0.0,0.0
Signature.5,0.0178469024397,0.0,0.0583827553872,0.0
Signature.6,0.0,0.0,0.124897743699,0.0
Signature.7,0.0,0.0,0.0,0.055063509641
Signature.8,0.0,0.107262974522,0.0,0.0
Signature.9,0.0,0.0281468712839,0.0128818045164,0.0
Signature.10,0.281235011359,0.0,0.0846485763186,0.0
Signature.11,0.0,0.0,0.038101751126,0.178747446463
Signature.12,0.0,0.0542315061737,0.0,0.0
Signature.13,0.0207032434118,0.0,0.0,0.0171270877892
Signature.14,0.0245681946128,0.0,0.0,0.264513145692
Signature.15,0.162953465004,0.0,0.0135056804094,0.0
Signature.16,0.0387896878149,0.0375717417492,0.0257960550431,0.0
Signature.17,0.0,0.0,0.0217652896783,0.0
Signature.18,0.0377415783292,0.0,0.0166649126179,0.0383252558189
Signature.19,0.020949871858,0.0,0.0587603740893,0.036744274688
Signature.20,0.144577182113,0.0,0.117621499312,0.0
Signature.21,0.0,0.0,0.0,0.247980538792
Signature.22,0.0,0.0114611817904,0.0,0.0441430282804
Signature.23,0.0,0.210005549786,0.0,0.0
Signature.24,0.0,0.022072824535,0.0194184040964,0.0
Signature.25,0.0,0.155400994268,0.105351592837,0.0
Signature.26,0.0,0.0,0.147003372445,0.0
Signature.27,0.0,0.0715578730917,0.0447849492035,0.0645395472538
Signature.28,0.0281896818284,0.155308345081,0.0,0.0
Signature.29,0.0,0.0,0.0235637721897,0.0199149141039
Signature.30,0.019397977657,0.0,0.0,0.0112620280473
