,11:13:12:1:3:2:5:4:7:6:9:8,10
Signature.1,0.0,0.0340479521304
Signature.2,0.0838248269299,0.0
Signature.3,0.0,0.0553112330082
Signature.4,0.0,0.0
Signature.5,0.121025827529,0.0
Signature.6,0.103716186754,0.0634918440213
Signature.7,0.0,0.0
Signature.8,0.0,0.162427049653
Signature.9,0.0,0.0
Signature.10,0.0,0.0
Signature.11,0.0,0.0
Signature.12,0.0,0.0229861487391
Signature.13,0.0848812407819,0.0
Signature.14,0.0302090714328,0.0
Signature.15,0.0,0.0
Signature.16,0.0,0.159535038944
Signature.17,0.0,0.0
Signature.18,0.0,0.0203337206621
Signature.19,0.0,0.0116204715006
Signature.20,0.114129281567,0.0447287055842
Signature.21,0.0,0.0
Signature.22,0.0,0.0505621645299
Signature.23,0.0,0.0
Signature.24,0.0,0.0164398833654
Signature.25,0.0,0.0
Signature.26,0.0,0.0398540809455
Signature.27,0.097098728396,0.0462546448599
Signature.28,0.130255893086,0.272407062057
Signature.29,0.210172161588,0.0
Signature.30,0.0246867819359,0.0
