,11:10:13:12:1:3:2:5:7:6:9:8,4
Signature.1,0.0,0.0196622674185
Signature.2,0.0,0.0
Signature.3,0.0,0.0
Signature.4,0.212536320573,0.0
Signature.5,0.0,0.0237427380728
Signature.6,0.0325150210981,0.010525257202
Signature.7,0.205910155844,0.0345341975515
Signature.8,0.0,0.043615300252
Signature.9,0.0,0.0
Signature.10,0.0,0.106663220752
Signature.11,0.0402003608524,0.0
Signature.12,0.0,0.0303318099071
Signature.13,0.0,0.0674728325323
Signature.14,0.172168987627,0.08263965224
Signature.15,0.0,0.0
Signature.16,0.0,0.0251127504257
Signature.17,0.0,0.27557894692
Signature.18,0.0,0.0180677376919
Signature.19,0.0,0.0
Signature.20,0.0149704786806,0.0183360182508
Signature.21,0.0566614737226,0.0341228388946
Signature.22,0.0,0.0
Signature.23,0.0,0.0
Signature.24,0.0,0.0
Signature.25,0.117331717628,0.0
Signature.26,0.0,0.0
Signature.27,0.108591182283,0.0354570881037
Signature.28,0.0247649745341,0.0125167613263
Signature.29,0.0143493271581,0.134850172158
Signature.30,0.0,0.0267704103012
