,11:10:13:1:3:2:5:4:7:6:9:8,12
Signature.1,0.0677120324727,0.153592345053
Signature.2,0.0277032581228,0.0
Signature.3,0.0,0.0
Signature.4,0.0,0.0
Signature.5,0.181913671439,0.0
Signature.6,0.0162204013778,0.0
Signature.7,0.0,0.195143848769
Signature.8,0.0,0.0
Signature.9,0.272841087136,0.138372537121
Signature.10,0.110617033399,0.0
Signature.11,0.0503538353719,0.0204633101151
Signature.12,0.0,0.0
Signature.13,0.0125264182606,0.0127940628583
Signature.14,0.0,0.0
Signature.15,0.0,0.0364303052068
Signature.16,0.0,0.0
Signature.17,0.0,0.0617440739436
Signature.18,0.0322542055866,0.0
Signature.19,0.0348962338958,0.0
Signature.20,0.0,0.102121751031
Signature.21,0.0,0.0
Signature.22,0.0496141478649,0.0
Signature.23,0.0,0.0
Signature.24,0.0232563440296,0.279337765903
Signature.25,0.0110143222038,0.0
Signature.26,0.0203281585212,0.0
Signature.27,0.0887488503183,0.0
Signature.28,0.0,0.0
Signature.29,0.0,0.0
Signature.30,0.0,0.0
